name,id,page,pro_url,description,list_price,sale_price,discount,image,time
Philips MMS2580B/94 2.1 channel Multimedia Speaker,491229493,2,https://www.reliancedigital.in/philips-mms2580b-94-2-1-channel-multimedia-speaker/p/491229493,"
Works with any Bluetooth-enabled device
Bluetooth is a short range wireless communication technology that is both robust and energy-efficient. The technology allows easy wireless connection to other Bluetooth devices, so you can play your favorite music from any smartphones, tablets or even laptops including iPod or iPhone on Bluetooth-enabled speaker easily.
 
* This PHILIPS Multimedia Speakers 2.1 image is for illustration purpose only. Actual image may vary.

USB and SD card slots for photos and music playback
Thanks to the complete file transferability, you can easily enjoy the convenience and fun of accessing more music and photos via the USB and SD card slots.
 
* This PHILIPS Multimedia Speakers 2.1 image is for illustration purpose only. Actual image may vary.

FM tuner for radio enjoyment
The built-in FM tuner lets you enjoy your favorite songs or news from your radio station every day. Simply tune into the station that you want to listen.
Rich bass
This Philips PC speaker provides good sound quality with a rich bass experience from a loudspeaker box system.
Designed for style - looks as good as it sounds
Cool design adds personality to your living space.",3299.0,"₹3,299",19%(₹791),https://www.reliancedigital.in/medias/Philips-MMS2580B-computerSpeakers-491229493-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w1ODMwMDN8aW1hZ2UvanBlZ3xpbWFnZXMvaGI0L2hiYS85MzQwOTE3MDU1NTE4LmpwZ3xkNGY4YTExNjgyYjEyMzFjMDA3ZjlkMTZkOWQzNzdjNjBlNDRlZWQ1ZTQ1Y2IzMjc2YjQ1NTcwMTMyMzlmMGQz,1513141327623
"Zoook ZB-Soundmate Bluetooth Multimedia Speaker, Red",491336191,2,https://www.reliancedigital.in/zoook-zb-soundmate-bluetooth-multimedia-speaker-red/p/491336191,"The big, bold, beautiful sound of ZOOOK SoundMate gives adventure a soundtrack. Sound so loud, you'll have to shout to be heard. It's an ultra-portable wireless Bluetooth 

speaker that goes where you go.
Solid Build
Exquisite Fabric layered design and premium casing. Stylish, slim and compact. Perfect size to put into your pocket or bag as a portable speaker.
Loud
Amazing sound quality from the pocket dynamo. SoundMate brings you the most beautiful music ever with mega bass, making you feel like in the ocean of music with its 3W 

Output.
Auto-Memory
Continue playing the same song from where you left-off earlier, with its intelligent memory function.
Handsfree 
The noise-cancelling microphone supports hands-free calling which greatly frees your hands and relieves you from inconvenience.
Long Playing Time
The 400mAh lithium battery ensures up to 3 hours of music playing, 4 hours of conversation, 20 hours of standby, which definitely guarantees your needs when you are out 

in travel or party.
Universal
Compatibility with Android and iPhone, iPad, Tablets, Smartphones, iPods, MP3, MP4 and other Bluetooth enabled digital players.",299.0,₹299,"80%(₹1,200)",https://www.reliancedigital.in/medias/Zook-ZB-SOUNDMATE-Multimedia-Speakers-491336191-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w0NzA3fGltYWdlL2pwZWd8aW1hZ2VzL2g3MS9oZDgvODk2Mjg4NDk5MzA1NC5qcGd8YTA5MzFhZWEwNmM1YzNlNGFmNzFkZjdlZDQzMWNhZGE5ZWQ5NGFlMDhlOWU1MGE3OGZlYTBmYWNjMzdiOWQ5Mw,1513270607905
"Philips SPA9080B 2.0 Channel Bluetooth Multimedia Speaker, Black",491320278,2,https://www.reliancedigital.in/philips-spa9080b-2-0-channel-bluetooth-multimedia-speaker-black/p/491320278,"Feature rich and compact in design the Philips SPA9080B 2.0 Channels Bluetooth Multimedia Speaker lets you experience unbeatable music quality, easy-to-use functions and unmatched style. With bluetooth technology you can play your favorite music from any smartphone, tablet or laptop, Moreover, the built-in FM tuner lets you enjoy your favorite music from your radio station every day.
Works with any Bluetooth-enabled device
Bluetooth is a short range wireless communication technology that is both robust and energy-efficient. The technology allows easy wireless connection to other Bluetooth devices, so you can play your favorite music from any smartphones, tablets or even laptops including iPod or iPhone on Bluetooth-enabled speaker easily.
USB Direct for easy MP3 music playback
The complete file transferability, you can easily enjoy the convenience and fun of accessing more digital music via the built-in USB Direct.
Wireless music streaming via Bluetooth
Bluetooth is a short range wireless communication technology that is both stable and energy efficient. The technology allows for easy wireless connection to other Bluetooth devices, so you can play your favorite music from any smartphone, tablet or laptop, including the iPod or iPhone with a Bluetooth-enabled speaker.
FM tuner for radio enjoyment
The built-in FM tuner lets you enjoy your favorite songs or news from your radio station every day. Simply tune into the station that you want to listen.",14900.0,"₹14,900",1%(₹90),https://www.reliancedigital.in/medias/Philips-SPA9080B-computerSpeakers-491320278-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w1NzczOTB8aW1hZ2UvanBlZ3xpbWFnZXMvaDEyL2g1Ny85MzQwOTE2NzI3ODM4LmpwZ3xhYmUxMjllNzgzMDlkYTIxYTc3MDEyZDczNzg5ZGE1OGJhYTczODlmM2FkNzRkMGJjNTQwMGQ1M2YzNmExNzAx,1520101800000
"Marshall Woburn II Bluetooth Speaker, Multi-host functionality, Bluetooth 5.0, aptX technology, 10 metres range, 3.5 mm Jack, LED lights, Stereo Sound, Bass-reflex, Two 50 Watt Class D amplifier Black",491694745,2,https://www.reliancedigital.in/marshall-woburn-ii-bluetooth-speaker-multi-host-functionality-bluetooth-5-0-aptx-technology-10-metres-range-3-5-mm-jack-led-lights-stereo-sound-bass-reflex-two-50-watt-class-d-amplifier-black/p/491694745,"THE POWERFUL PERFORMER
The largest speaker from Marshall, Woburn II features a robust sound and hits high trebles cleanly, handles low bass with ease and has a clear, lifelike mid range.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
LARGER THAN LIFE SOUND
Woburn II hits high trebles cleanly, handles low bass with ease and has a clear, lifelike mid range. Two 1 inch tweeters and dual 5.25 inch subwoofers are individually powered by class D amps for a total of 110 watts of power. The wooden cabinet construction helps provide a warm, natural sound and the bass reflex system includes a port to increase efficiency at low frequencies.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
WIRELESSLY CONNECT
Bluetooth 5.0 and aptX technology provides lossless wireless sound at a range of up to 30 feet (10 metres) while maintaining connectivity. Use your Bluetooth enabled smartphone, tablet or computer to stream music directly to your speaker with no wires required.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
ICONIC MARSHALL DESIGN
Classic Marshall details such as a textured vinyl covering, salt and pepper fret and the iconic script logo adorn this speaker's sturdy wooden frame. Located on the front of the speaker is a brass plate, etched with the establishment date of 1962 – a subtle nod to the brand's heritage and over 50 years of loud. You'll want to proudly display this speaker in any room.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
CUSTOMISE YOUR SOUND
Fine-tune your music to meet your requirements. Just use the Marshall Bluetooth app or the analogue controls on your speaker's top panel to perfect your sound according to the room you're in.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
WIRED CONNECTIVITY
There are more ways to connect than just Bluetooth 5.0. Plug into the RCA or 3.5 mm input for an analogue listening experience.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
MULTI-HOST FUNCTIONALITY
This speaker features multi-host functionality so you can easily connect and switch between two Bluetooth devices.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.
MARSHALL BLUETOOTH APP
In addition to the analogue control knobs, you can use the Marshall Bluetooth app to customise your listening experience or control the music you're listening to. Use the app to switch between EQ presets, set up stereo or ambient mode and adjust the intensity of the LED lights on the top panel. You can also wake up your speaker or put it into standby mode in a matter of seconds.
 * This Marshall MS Woburn II Speaker image is for illustration purpose only. Actual image may vary.",44999.0,"₹44,999","18%(₹10,000)",https://www.reliancedigital.in/medias/MARSHALL-CAVENDISH-MS-WBRN2-BLK-Computer-Speakers-491694745-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTIyNnxpbWFnZS9qcGVnfGltYWdlcy9oYTkvaDc3LzkyNzU3MTMzNTU4MDYuanBnfGM3MjM1ZTUzNDMzOTgyOWNhODY0ZGYxN2Q0YTgzMDNkNjhjZGQzMjVhOGI4OWY4ODYzZGI1Y2IwMzJhODM4YzA,1587535207260
"Zoook ZB-Soundmate Bluetooth Multimedia Speaker, Hands-Free Calling, Noise-Cancelling Microphone, upto 3 hrs of playtime, Black",491336190,2,https://www.reliancedigital.in/zoook-zb-soundmate-bluetooth-multimedia-speaker-hands-free-calling-noise-cancelling-microphone-upto-3-hrs-of-playtime-black/p/491336190,"The big, bold, beautiful sound of ZOOOK SoundMate gives adventure a soundtrak. Sound so loud, you'll have to shout to be heard. It's an ultra-portable wireless Bluetooth 

speaker that goes where you go.
Solid Build
Exquisite Fabric layered design and premium casing. Stylish, slim and compact. Perfect size to put into your pocket or bag as a portable speaker.
Loud
Amazing sound quality from the pocket dynamo. SoundMate brings you the most beautiful music ever with mega bass, making you feel like in the ocean of music with its 3W 

Output.
Auto-Memory
Continue playing the same song from where you left-off earlier, with its intelligent memory function.
Handsfree 
The noise-cancelling microphone supports hands-free calling which greatly frees your hands and relieves you from inconvenience.
Long Playing Time
The 400mAh lithium battery ensures up to 3 hours of music playing, 4 hours of conversation, 20 hours of standby, which definitely guarantees your needs when you are out 

in travel or party.
Universal
Compatibility with Android and iPhone, iPad, Tablets, Smartphones, iPods, MP3, MP4 and other Bluetooth enabled digital players.",199.0,₹199,"87%(₹1,300)",https://www.reliancedigital.in/medias/Zook-ZB-SOUNDMATE-Multimedia-Speakers-491336190-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMDc4fGltYWdlL2pwZWd8aW1hZ2VzL2gwNC9oMDcvODkyODU1NTEwNjMzNC5qcGd8MjUxZDc2MWQ0ZjExY2YxZTdlYjZhZjYyNDk2YjUyOTkyNDMwYjQzMzk0NTEyM2I1ZGNhYmUyMDZhMGZiZTI1Mw,1513270828288
"Bose SoundLink Revolve Plus Wireless Bluetooth Speaker with Mic, Black",491336138,2,https://www.reliancedigital.in/bose-soundlink-revolve-plus-wireless-bluetooth-speaker-with-mic-black/p/491336138,"FROM THE MANUFACTURER


* This image is for illustration purpose only. Actual image may vary.
Deep. Loud. And immersive, too.
Meet SoundLink Revolve+, our best performing portable Bluetooth speaker yet.
This true 360 degree speaker was engineered to spread deep, jaw-dropping sound in every direction. That means, when everyone stands around it, everyone gets the same experience. If you set it near a wall, sound will radiate and 

reflect around the room, immersing you in that same feeling you felt at your favourite concert. And with a flexible handle, it's designed to go wherever you want to bring the music.

* This image is for illustration purpose only. Actual image may vary.

* This video is for illustration purpose only.

More to hear. More to share. .
Don’t let its size fool you. This pint sized enclosure is packed with more technology than meets the eye. A highly efficient transducer. Dual-passive radiators. An omnidirectional acoustic deflector. All of which simply means 

you'll get lifelike sound… and real-life goosebumps.

* This image is for illustration purpose only. Actual image may vary.

Sings In The Rain.
You're not afraid of a little water. Your speaker shouldn't be either. SoundLink Revolve's water-resistant design means that you can use it in more places without worrying, like at the pool or by the kitchen sink.

* This image is for illustration purpose only. Actual image may vary.

Bumpers For Bumping.
You're not perfect. And with this speaker, you don't need to be. No worries if you knock it over, toss it in your bag or set it down a little harder than you meant to. Soft materials let you bump without worrying.

* This image is for illustration purpose only. Actual image may vary.

All Sound. No Seam. .
No detail is too small. Not even a single seam. Notice that our grille doesn't have one. That's because we created a new single-extrusion process to eliminate it-leaving nothing but beauty.

* This image is for illustration purpose only. Actual image may vary.

Totally Tote-Able.
A flexible fabric handle makes SoundLink Revolve+ easy to move. And it feels good, too. That's because we meticulously chose every material for this speaker-right down to the soft, smooth buttons that ensure that every 

interaction feels as natural as you know it should.

* This image is for illustration purpose only. Actual image may vary.

Packed With Power.
A portable Bluetooth speaker needs impressive battery life. This one delivers. The rechargeable lithium-ion battery plays up to 16 hours: for full-day listening. Sure, some other speakers may play longer, but not without 

compromising the deep, powerful bass you’ll get from ours.

* This image is for illustration purpose only. Actual image may vary.

Leave Your Phone Alone.
Don’t have your phone handy? Don’t worry. You can still book a table for dinner or send a text message. Just press and hold the multi-function button to access the voice input for your phone's Siri or your Google Assistant right 

from the speaker. Problem solved.

* This image is for illustration purpose only. Actual image may vary.

One App. Complete Control. .
The Bose Connect app gives you easy access to everything your product has to offer. Get tips, unlock product features and personalise your settings, so you can spend more time enjoying the music instead of setting it up.
You can also easily manage your speaker’s Bluetooth connections with a single swipe, so everyone can have a turn being the DJ. And when loud just isn’t loud enough, turn it up with Party Mode to play two wireless speakers 

simultaneously. Or switch to Stereo Mode for dedicated left and right playback, giving you a full and dynamic surround sound experience.

* This image is for illustration purpose only. Actual image may vary.

Your Music. Ready To Go. .
An optional charging cradle keeps your SoundLink Revolve charged and ready. It’s a convenient home base for your speaker, and you can play your music while it charges. Just plug the wall charger included with your speakers 

into the cradle.

* This image is for illustration purpose only. Actual image may vary.

Voice Prompts.
Make a connection. It’s easy. Voice prompts talk you through Bluetooth pairing. You can connect to two devices-and the speaker remembers the eight most recently connected devices.

* This image is for illustration purpose only. Actual image may vary.

Speakerphone.
You’ve seen it before. Everyone crowded around with one friend on speakerphone. You struggle to hear them, they struggle to hear you. Not anymore. SoundLink Revolve speakers let you take calls right through the speaker, so 

words are clearer and less muffled.

* This image is for illustration purpose only. Actual image may vary.

Siri & Google Voice Commands.
Don’t have your phone handy? Don’t worry. Just press and hold the multi-function button to access the voice input for Siri or your Google Assistant right from the speaker.

* This image is for illustration purpose only. Actual image may vary.

Water-Resistant.
SoundLink Revolve's water resistant design means that you can use it in more places without worrying. With extensive testing and an IPX4 rating, we've ensured your speaker will long outlast an accidental showering of 

water.

* This image is for illustration purpose only. Actual image may vary.

Battery.
A portable speaker needs impressive battery life. This one delivers. The rechargeable lithium-ion battery plays up to 16 hours.

* This image is for illustration purpose only. Actual image may vary.

Threaded Universal Mount.
No surface? No problem. A universal thread lets you attach SoundLink Revolve to just about any tripod.

* This image is for illustration purpose only. Actual image may vary.

",24500.0,"₹24,500",,https://www.reliancedigital.in/medias/Bose-SOUNDLINK-REVOLVE-Multimedia-Speakers-491336138-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTAyfGltYWdlL2pwZWd8aW1hZ2VzL2gzMy9oNDIvODkyODU2OTg1MTkzNC5qcGd8M2RhOWRiNmMyYWZkODRhYWI1NGIwNTk5YmViZDk0ZmZmODMyOTUxOGM0YWFmZTU0Nzk4NWQ1MDliMTBhZTZhNA,1513499075946
"Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX, Up to 5 hrs playtime (Oakwood Brown)",491363095,2,https://www.reliancedigital.in/saregama-carvaan-hindi---portable-music-player-with-5000-preloaded-songs-fm-bt-aux-up-to-5-hrs-playtime-oakwood-brown-/p/491363095,"5000 Songs
Classified by artistes, moods and geetmala
80+ dedicated stations
Artistes
Kishore Kumar, Lata Mangeshkar, Asha Bhosle, R.D. Burman, Mohd. Rafi, Jagjit Singh, Gulzar, Laxmikant Pyarelal & other legends
Moods
Romance, Sad, Ghazal, Spiritual, Sufi, Hindustani Classical, Instrumental & many more
Ameen Sayani Geetmala
50 years of music countdown
Listen to it anywhere, anytime
Carvaan's light weight and long battery life means it goes with you, wherever you 

go.
The perfect gift
When you can't say it on SMS, say it through music. Carvaan, a unique gift to say you 

care.",5990.0,"₹5,990",6%(₹400),https://www.reliancedigital.in/medias/e85db28a-f3f1-474b-8d6c-4c576ac4c742-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNzAxfGltYWdlL2pwZWd8aW1hZ2VzL2hmNS9oZWQvODg2MDEyNjIxNjIyMi5qcGd8YTUwYTlmODU3MjY2OWMzODIxMjBlMzY3NDM3NThlNTQ2ZDI5NjE1ZmZiMzk4MmM1ZTMxMTY1MjE1ZmQ5OGEyNg,1515494344364
"SAREGAMA Carvaan Bluetooth Multimedia Speaker, Charcoal Grey",491363094,2,https://www.reliancedigital.in/saregama-carvaan-bluetooth-multimedia-speaker-charcoal-grey/p/491363094,"5000 Songs
Classified by artistes, moods and geetmala
80+ dedicated stations
Artistes
Kishore Kumar, Lata Mangeshkar, Asha Bhosle, R.D. Burman, Mohd. Rafi, Jagjit Singh, Gulzar, Laxmikant Pyarelal & other legends
Moods
Romance, Sad, Ghazal, Spiritual, Sufi, Hindustani Classical, Instrumental & many more
Ameen Sayani Geetmala
50 years of music countdown
Listen to it anywhere, anytime
Carvaan's light weight and long battery life means it goes with you, wherever you 

go.
The perfect gift
When you can't say it on SMS, say it through music. Carvaan, a unique gift to say you 

care.",6290.0,"₹6,290",10%(₹700),https://www.reliancedigital.in/medias/31d7679b-3397-4de6-bddd-d1fa7189ba3e-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMzA2fGltYWdlL2pwZWd8aW1hZ2VzL2gyYy9oMjEvODg2MDEyMjI4NDA2Mi5qcGd8MDdiNWRlNWMxZmRiMGE5ODhlNDEzNThhM2VkNTI0NTk3MDE2OGExNmQ4OTg3NGVlZDM1MWQ3Y2E1ZmM1MzM2NA,1515494366889
Sony SA-D40 80 watts 4.1 Channel Speaker,491362472,2,https://www.reliancedigital.in/sony-sa-d40-80-watts-4-1-channel-speaker/p/491362472,"
* This Sony SA D40 Speaker image is for illustration purpose only. Actual image may vary.
Enjoy Movies and TV programs with family and let your home thunder with Powerful Bass and wider sound effect of Multimedia Speaker SA-D40. This stylish 80W 4.1ch multimedia speaker feature Bluetooth connectivity along with USB and audio inputs, So you can enjoy your favourite mobile songs with enhanced sound. Just one cable required to connect and is easy to control by the simple and user friendly remote controller.
4.1ch system with 80 W total power output
Supplied with remote control
Big Size SubWoofer Box for Wider sound effect of Multimedia Speaker
Enjoy easy wireless connectivity with Bluetooth
USB and audio-in playback",9990.0,"₹9,990","17%(₹2,000)",https://www.reliancedigital.in/medias/Sony-SA-D40-Speciality-Speakers-491362472-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzkyNXxpbWFnZS9qcGVnfGltYWdlcy9oYWYvaDc5Lzg5MjE0NTg1NDA1NzQuanBnfGI4ZTNhODk1ODJlMDhiYzcwZmE4Mjc0ZjU2ODY0OTdmY2FmNTExNzNhZDFhYmFmZDMzMTY2OTY3YTAzYWFjZTk,1520101800000
"Beats Pill+ Bluetooth Multimedia Speaker, Black",491277315,2,https://www.reliancedigital.in/beats-pill-bluetooth-multimedia-speaker-black/p/491277315,"Feature rich and compact in design the Beats Pill+ Bluetooth Multimedia Speaker lets you experience unbeatable music quality, easy-to-use functions and unmatched style. With just 3 hours of quick charge, this speaker can work up to 12 hours of continuous play. Moreover, the stereo active 2-way crossover system creates an optimized sound field for dynamic range and clarity across all genres of music.
All Day. Every Day.
The Beats Pill+ speaker has up to 12 hours of battery life to stay charged on the go. Get a quick charge in 3 hours with the Lightning cable and even charge your phone or external music device with extra power from your Beats Pill+. The LED fuel gauge lets you know how much battery is left.
Designed Around You.
The no-nonsense interface gets you to your music fast. Play, pause, skip tracks, and control your phone calls with a touch of the multifunction “b” button. The enhanced speaker phone lets you make and receive calls with clarity.
Sound Bigger Than Its Size
The stereo active 2-way crossover system creates an optimized sound field for dynamic range and clarity across all genres of music. Tweeter and woofer separation uses the same acoustic mechanics found in professional recording studios around the world.
Beats Pill+ App
Download the Beats Pill+ app* to unlock features that put you and your friends at the center of your music like never before. Bring a second speaker into the mix for even fuller sound or sound in stereo. *Available 
only on the iPhone 5s or later, iPad Pro, iPad Air (all models), iPad mini 2 or later, and select Android 
devices.
DJ The Playlist
Grab a friend and control the music from two Bluetooth sources.
Amplify Your Sound
Add a second Beats Pill+ into the mix and simultaneously play from both speakers for a sound that’s twice as full.
Put It In Stereo
Sync two Beats Pill+ speakers together for dedicated left and right playback and an even more dynamic sound experience.

Designed Around You
The no-nonsense interface gets you to your music fast. Play, pause, skip tracks, and control your phone calls with a touch of the multifunction “b” button. The enhanced speaker phone lets you make and receive calls with clarity.",8000.0,"₹8,000","50%(₹7,900)",https://www.reliancedigital.in/medias/Beats-PillPlus-Computer-Speakers-491277315-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTAwN3xpbWFnZS9qcGVnfGltYWdlcy9oOWYvaGIzLzg5MjEzNDM5MTgxMTAuanBnfDY4ODE0NTY4N2Y1ZjQ3NDJjZjZmYzQ3MmMxNzNmZjU1NjkzODU0YTU3OGI2YjdiMTkxMGQxNjUxOGMxOThkODk,1520146513767
"Logitech Ultimate Ears Wonderboom Bluetooth Multimedia Speaker, Fireball",491336186,2,https://www.reliancedigital.in/logitech-ultimate-ears-wonderboom-bluetooth-multimedia-speaker-fireball/p/491336186,"Functional and stylish, the Ultimate Ears Wonderboom Bluetooth Speaker is equipped with a rechargeable lithium-ion battery that allows you to enjoy break-free music for 10 hours. With its Bluetooth connectivity, you can easily connect your smartphone and enjoy your favorite songs. Sporting a compact design, this waterproof speaker can be carried around with ease.
Wonder­Boom
Ultimate Ears WONDERBOOM is the super-portable Bluetooth speaker with surprisingly big sound.
Hear Your Music Like Never Before
WONDERBOOM is your go-to accessory for conjuring the magic out of music. Enjoy 360 sound that is bright, beautiful and with balanced bass.
The Greatest Thing For Baths Since Bubbles And Duckies
Completely waterproof, floats, and -yes- WONDERBOOM will even serenade you. And it is also great for showers, pools, beaches, muddy fields and rainy days. If it gets dirty, just rinse it off.
Be There All Day, All-Night
From picnics in the park to binge-watching your favorite shows, WONDERBOOM gives you 10 hours of non-stop musical ecstasy. 10 hours of brilliant, immersive sound.
Easy Play, Pause, Skip
Control your music right from the speaker. Pressing the Ultimate Ears/UE button on the top of the speaker lets you easily play, pause, and skip song.
Double Up To Double The Fun
If you think one Ultimate Ears WONDERBOOM speaker sounds great, you'll love how two of them sound together. Then turn things up, get a little crazy and dance like nobody's looking. Wherever you are.
Virtually Indestructible
WONDERBOOM is drop proof tested from up to five feet and sports a hanging loop on top so it can easily attach to any bag, bicycle, backpack or cannonball into a cove without thinking twice.
Waterproof
Waterproof and dustproof - IP67 rated: WONDERBOOM can be immersed in liquid up to 1 m for up to 30 minutes.
360° Sound
Maximum sound level: 86 dBC  Frequency range: 80 Hz - 20 kHz.  Drivers: two 40 mm active drivers and two 46.1 mm x 65.2 mm passive radiators.
Power
Rechargeable lithium-ion battery for up to 10 hours of battery life between micro-USB charges. Charge time: 2.8 hrs.
Wireless Capabilities
Pair up to 8 Bluetooth enabled source devices. Connect up to two source devices at the same time.  Wirelessly play (stream) to 2 WONDERBOOM from one source.
Wireless Range
Mobile range for music playback is up to 33 m (100ft).",2999.0,"₹2,999","62%(₹4,991)",https://www.reliancedigital.in/medias/Ultimate-Ears-Wonderboom-Computer-Speakers-491336186-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTM2NnxpbWFnZS9qcGVnfGltYWdlcy9oZDIvaGY5Lzg5MjEzNzQzMjY4MTQuanBnfGMzYjNhNzE0YjMwM2NlMjg1NTQ5ZTc4ZGVhODVjYmZiYWRlOTkyODY0MTQ3MDdkNzQzZDg1YmU1ODc2OTQ2MDk,1520146508898
"Saregame Carvaan II Hindi- Portable Music player with 5000 pre-loaded songs, Up to 5 hours playtime, LCD screen display (Porcelian White)",491378198,2,https://www.reliancedigital.in/saregame-carvaan-ii-hindi--portable-music-player-with-5000-pre-loaded-songs-up-to-5-hours-playtime-lcd-screen-display-porcelian-white-/p/491378198,"Portable Digital Music Player by Saregama
Enhance your Music Experience!
This portable digital music player from the house of saregama comes with in-built stereo speakers. It comes preloaded with 5000 evergreen Hindi songs. With the option to 

tune into fm, carvaan doubles up as your home radio too. You can also enjoy your personal collection of songs by plugging in a USB drive or streaming songs from your phone 

to the carvaan via bluetooth. It works on a rechargeable battery that lasts up to 5 hours.
Portable
The shape and design the radio sports makes it portable. Therefore, you can listen to your favourite radio station wherever you want to. The handle present with this radio 

makes it easier to carry this device.
5000 Preloaded Songs
This portable digital music player comes preloaded with 5000 evergreen Hindi songs. The 5000 songs music collection on saregama carvaan have been hand picked and 

classified based on singers, lyricists, music composers, moods, etc.
Ergonomic Handle
This portable FM radio comes with an ergonomic handle. This handle makes it easy to carry this device anywhere you want to while listening to your favourite songs.
In-Built Stereo Speakers
It comes with in-built stereo speakers. These stereo speakers provided with this FM radio enables you to listen to good quality music whenever you want.
Rechargeable Battery
It is provided with a rechargeable battery which lasts up to 5 hours. Therefore it enables you to listen to your favourite music for long hours without any hassle.
LCD Screen Display
This FM radio comes with LCD screen display that helps to view options more easily and thus enhances your music experience.",5990.0,"₹5,990",3%(₹200),https://www.reliancedigital.in/medias/SAREGAMA-Carvaan-II-Bluetooth-Multimedia-Speaker-Porcelain-White-491378198-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMzI3fGltYWdlL2pwZWd8aW1hZ2VzL2hlNC9oZWMvODkzODc3MTkzOTM1OC5qcGd8NTg3NTUxMGIxZmZkZjhmOTZjNzczZDYzN2ZiZDAxYTVmYTExMDE3MTUyMWVmNTZhODViN2I3MGI3MWVhYmM2NA,1527445800000
